	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords
1269	1269	4.0	0.0629	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1270	1270	8.0	0.0806	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1271	1271	6.0	0.1001	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1272	1272	3.0	0.0555	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1273	1273	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1274	1274	8.0	0.0736	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1275	1275	6.0	0.0862	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1276	1276	0.0	0.0511	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
1277	1277	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1278	1278	8.0	0.0715	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1279	1279	1.0	0.0606	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1280	1280	6.0	0.1259	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1281	1281	3.0	0.0598	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1282	1282	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1283	1283	3.0	0.0642	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1284	1284	8.0	0.0715	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1285	1285	6.0	0.1041	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1286	1286	9.0	0.0606	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
1287	1287	7.0	0.0629	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1288	1288	3.0	0.0576	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1289	1289	13.0	0.0779	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
1290	1290	6.0	0.108	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1291	1291	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1292	1292	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1293	1293	6.0	0.1041	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1294	1294	9.0	0.0642	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
1295	1295	5.0	0.08	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1296	1296	3.0	0.1162	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1297	1297	6.0	0.1259	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1298	1298	17.0	0.062	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1299	1299	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1300	1300	3.0	0.0806	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1301	1301	6.0	0.1061	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1302	1302	18.0	0.0638	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1303	1303	7.0	0.0598	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1304	1304	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1305	1305	8.0	0.0995	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1306	1306	6.0	0.0882	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1307	1307	17.0	0.0597	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1308	1308	19.0	0.0576	storm, hail, area, short, south, small, cell, strong, hit, north
1309	1309	11.0	0.0587	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1310	1310	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1311	1311	8.0	0.0659	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1312	1312	6.0	0.0964	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1313	1313	15.0	0.0576	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1314	1314	7.0	0.0555	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1315	1315	6.0	0.0725	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1316	1316	18.0	0.0822	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1317	1317	17.0	0.0701	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1318	1318	18.0	0.0629	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1319	1319	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1320	1320	19.0	0.0693	storm, hail, area, short, south, small, cell, strong, hit, north
1321	1321	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
1322	1322	18.0	0.0764	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1323	1323	12.0	0.1515	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
1324	1324	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1325	1325	15.0	0.0743	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1326	1326	8.0	0.0911	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1327	1327	7.0	0.0576	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1328	1328	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1329	1329	6.0	0.1101	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1330	1330	6.0	0.11	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1331	1331	15.0	0.0555	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1332	1332	17.0	0.0842	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1333	1333	11.0	0.0797	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1334	1334	7.0	0.075	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1335	1335	5.0	0.0712	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1336	1336	4.0	0.0756	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1337	1337	6.0	0.0862	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1338	1338	18.0	0.0785	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1339	1339	0.0	0.1427	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
1340	1340	20.0	0.1995	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
1341	1341	2.0	0.0757	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
1342	1342	18.0	0.0651	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1343	1343	3.0	0.0995	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1344	1344	18.0	0.0555	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1345	1345	6.0	0.0862	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1346	1346	3.0	0.0598	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1347	1347	15.0	0.0642	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1348	1348	7.0	0.0668	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1349	1349	19.0	0.108	storm, hail, area, short, south, small, cell, strong, hit, north
1350	1350	14.0	0.0803	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
1351	1351	11.0	0.0818	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1352	1352	11.0	0.0771	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1353	1353	15.0	0.0613	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1354	1354	1.0	0.0606	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1355	1355	15.0	0.0555	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1356	1356	4.0	0.0853	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1357	1357	4.0	0.0629	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1358	1358	19.0	0.068	storm, hail, area, short, south, small, cell, strong, hit, north
1359	1359	18.0	0.0617	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1360	1360	18.0	0.0764	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1361	1361	20.0	0.1338	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
1362	1362	7.0	0.0737	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1363	1363	11.0	0.068	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1364	1364	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1365	1365	11.0	0.0757	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1366	1366	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1367	1367	3.0	0.0976	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1368	1368	6.0	0.0862	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1369	1369	19.0	0.1358	storm, hail, area, short, south, small, cell, strong, hit, north
1370	1370	4.0	0.0822	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1371	1371	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1372	1372	11.0	0.0587	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1373	1373	19.0	0.0791	storm, hail, area, short, south, small, cell, strong, hit, north
1374	1374	7.0	0.0763	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1375	1375	4.0	0.0533	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1376	1376	5.0	0.0642	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1377	1377	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1378	1378	5.0	0.1065	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1379	1379	17.0	0.0771	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1380	1380	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1381	1381	0.0	0.0805	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
1382	1382	20.0	0.1281	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
1383	1383	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1384	1384	17.0	0.0932	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1385	1385	3.0	0.0627	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1386	1386	4.0	0.0791	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1387	1387	6.0	0.0842	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1388	1388	8.0	0.0642	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1389	1389	18.0	0.0846	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1390	1390	4.0	0.0629	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1391	1391	19.0	0.0806	storm, hail, area, short, south, small, cell, strong, hit, north
1392	1392	17.0	0.1024	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1393	1393	21.0	0.0617	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
1394	1394	17.0	0.0771	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1395	1395	5.0	0.0598	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1396	1396	4.0	0.112	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1397	1397	17.0	0.0688	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1398	1398	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1399	1399	11.0	0.0758	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1400	1400	6.0	0.0564	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1401	1401	12.0	0.1682	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
1402	1402	20.0	0.2301	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
1403	1403	17.0	0.0837	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1404	1404	5.0	0.08	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1405	1405	19.0	0.0791	storm, hail, area, short, south, small, cell, strong, hit, north
1406	1406	5.0	0.0608	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1407	1407	19.0	0.2162	storm, hail, area, short, south, small, cell, strong, hit, north
1408	1408	11.0	0.0859	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1409	1409	3.0	0.0806	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1410	1410	5.0	0.0925	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1411	1411	11.0	0.0629	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1412	1412	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
1413	1413	17.0	0.1084	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1414	1414	19.0	0.1307	storm, hail, area, short, south, small, cell, strong, hit, north
1415	1415	4.0	0.0915	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1416	1416	9.0	0.0617	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
1417	1417	19.0	0.0806	storm, hail, area, short, south, small, cell, strong, hit, north
1418	1418	19.0	0.0606	storm, hail, area, short, south, small, cell, strong, hit, north
1419	1419	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
1420	1420	6.0	0.0882	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1421	1421	4.0	0.0771	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1422	1422	10.0	0.0777	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1423	1423	11.0	0.0629	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1424	1424	1.0	0.0608	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1425	1425	19.0	0.0806	storm, hail, area, short, south, small, cell, strong, hit, north
1426	1426	7.0	0.0638	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1427	1427	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
1428	1428	19.0	0.0629	storm, hail, area, short, south, small, cell, strong, hit, north
1429	1429	19.0	0.0629	storm, hail, area, short, south, small, cell, strong, hit, north
1430	1430	19.0	0.0629	storm, hail, area, short, south, small, cell, strong, hit, north
1431	1431	19.0	0.0617	storm, hail, area, short, south, small, cell, strong, hit, north
1432	1432	18.0	0.0806	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1433	1433	19.0	0.0791	storm, hail, area, short, south, small, cell, strong, hit, north
1434	1434	0.0	0.2704	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
1435	1435	5.0	0.0715	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1436	1436	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1437	1437	6.0	0.1021	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1438	1438	13.0	0.0642	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
1439	1439	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1440	1440	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1441	1441	6.0	0.108	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1442	1442	8.0	0.0617	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1443	1443	6.0	0.0757	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1444	1444	21.0	0.0777	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
1445	1445	7.0	0.0606	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1446	1446	10.0	0.0533	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1447	1447	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1448	1448	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1449	1449	8.0	0.0995	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1450	1450	8.0	0.0598	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1451	1451	6.0	0.1019	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1452	1452	7.0	0.062	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1453	1453	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1454	1454	1.0	0.0779	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1455	1455	8.0	0.0822	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1456	1456	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1457	1457	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1458	1458	2.0	0.0716	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
1459	1459	16.0	0.0876	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
1460	1460	3.0	0.0642	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1461	1461	1.0	0.0777	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1462	1462	18.0	0.0576	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1463	1463	6.0	0.1259	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1464	1464	4.0	0.0595	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1465	1465	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1466	1466	12.0	0.1293	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
1467	1467	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1468	1468	8.0	0.0953	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1469	1469	6.0	0.118	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1470	1470	7.0	0.0928	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1471	1471	10.0	0.0777	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1472	1472	11.0	0.0736	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1473	1473	17.0	0.0722	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1474	1474	20.0	0.1666	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
1475	1475	10.0	0.0533	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1476	1476	7.0	0.0777	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1477	1477	1.0	0.0659	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1478	1478	11.0	0.0845	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1479	1479	17.0	0.08	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1480	1480	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1481	1481	19.0	0.0754	storm, hail, area, short, south, small, cell, strong, hit, north
1482	1482	10.0	0.1595	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1483	1483	0.0	0.1384	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
1484	1484	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1485	1485	8.0	0.0812	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1486	1486	15.0	0.0606	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1487	1487	16.0	0.062	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
1488	1488	14.0	0.1024	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
1489	1489	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1490	1490	3.0	0.0827	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1491	1491	11.0	0.0585	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1492	1492	1.0	0.062	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1493	1493	19.0	0.0806	storm, hail, area, short, south, small, cell, strong, hit, north
1494	1494	0.0	0.1069	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
1495	1495	5.0	0.08	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1496	1496	19.0	0.0806	storm, hail, area, short, south, small, cell, strong, hit, north
1497	1497	3.0	0.1322	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1498	1498	5.0	0.0587	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1499	1499	9.0	0.0642	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
1500	1500	16.0	0.0617	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
1501	1501	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1502	1502	20.0	0.149	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
1503	1503	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1504	1504	3.0	0.0806	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1505	1505	1.0	0.0657	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1506	1506	15.0	0.0587	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1507	1507	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1508	1508	16.0	0.1102	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
1509	1509	5.0	0.075	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1510	1510	18.0	0.0712	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1511	1511	6.0	0.0555	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1512	1512	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1513	1513	3.0	0.0806	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1514	1514	18.0	0.0555	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1515	1515	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1516	1516	11.0	0.0642	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1517	1517	3.0	0.0806	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1518	1518	17.0	0.0688	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1519	1519	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1520	1520	15.0	0.0555	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1521	1521	3.0	0.0606	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
1522	1522	21.0	0.098	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
1523	1523	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1524	1524	16.0	0.068	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
1525	1525	19.0	0.0894	storm, hail, area, short, south, small, cell, strong, hit, north
1526	1526	19.0	0.0789	storm, hail, area, short, south, small, cell, strong, hit, north
1527	1527	19.0	0.0724	storm, hail, area, short, south, small, cell, strong, hit, north
1528	1528	17.0	0.1001	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1529	1529	4.0	0.0555	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1530	1530	7.0	0.0617	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1531	1531	10.0	0.0718	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
1532	1532	11.0	0.0817	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1533	1533	0.0	0.1573	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
1534	1534	14.0	0.0627	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
1535	1535	5.0	0.0608	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1536	1536	15.0	0.0598	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1537	1537	8.0	0.0806	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1538	1538	15.0	0.0627	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
1539	1539	7.0	0.0937	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
1540	1540	5.0	0.075	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1541	1541	4.0	0.1005	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
1542	1542	21.0	0.1012	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
1543	1543	2.0	0.0595	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
1544	1544	9.0	0.0642	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
1545	1545	12.0	0.0656	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
1546	1546	12.0	0.0638	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
1547	1547	2.0	0.1414	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
1548	1548	5.0	0.08	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
1549	1549	19.0	0.0821	storm, hail, area, short, south, small, cell, strong, hit, north
1550	1550	17.0	0.0606	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
1551	1551	8.0	0.0764	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
1552	1552	1.0	0.0783	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1553	1553	1.0	0.0736	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1554	1554	16.0	0.0823	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
1555	1555	20.0	0.068	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
1556	1556	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1557	1557	18.0	0.0777	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
1558	1558	1.0	0.0617	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
1559	1559	19.0	0.1397	storm, hail, area, short, south, small, cell, strong, hit, north
1560	1560	21.0	0.0886	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
1561	1561	6.0	0.0576	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
1562	1562	21.0	0.1157	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
1563	1563	11.0	0.0659	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
1564	1564	14.0	0.1102	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
1565	1565	19.0	0.0902	storm, hail, area, short, south, small, cell, strong, hit, north
1566	1566	14.0	0.0659	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
1567	1567	21.0	0.112	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
