	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords
11291	11291	18.0	0.0701	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11292	11292	7.0	0.0718	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11293	11293	18.0	0.0785	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11294	11294	4.0	0.075	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11295	11295	0.0	0.4787	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
11296	11296	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11297	11297	4.0	0.0642	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11298	11298	18.0	0.0942	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11299	11299	10.0	0.0769	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11300	11300	18.0	0.0676	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11301	11301	18.0	0.0806	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11302	11302	18.0	0.1454	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11303	11303	7.0	0.0886	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11304	11304	18.0	0.0724	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11305	11305	4.0	0.075	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11306	11306	15.0	0.0629	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11307	11307	4.0	0.0743	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11308	11308	18.0	0.0909	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11309	11309	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11310	11310	10.0	0.1021	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11311	11311	18.0	0.0642	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11312	11312	18.0	0.1028	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11313	11313	18.0	0.0791	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11314	11314	18.0	0.0938	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11315	11315	18.0	0.1242	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11316	11316	18.0	0.0764	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11317	11317	19.0	0.0909	storm, hail, area, short, south, small, cell, strong, hit, north
11318	11318	18.0	0.0642	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11319	11319	4.0	0.0848	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11320	11320	17.0	0.0948	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11321	11321	2.0	0.0629	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
11322	11322	18.0	0.0953	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11323	11323	18.0	0.0806	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11324	11324	18.0	0.194	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11325	11325	17.0	0.073	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11326	11326	18.0	0.0642	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11327	11327	15.0	0.0647	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11328	11328	4.0	0.0638	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11329	11329	18.0	0.0822	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11330	11330	4.0	0.0806	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11331	11331	10.0	0.0806	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11332	11332	18.0	0.0642	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11333	11333	18.0	0.0777	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11334	11334	18.0	0.0701	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11335	11335	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11336	11336	6.0	0.0617	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
11337	11337	18.0	0.1023	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11338	11338	10.0	0.085	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11339	11339	18.0	0.0791	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11340	11340	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11341	11341	17.0	0.0629	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11342	11342	18.0	0.0791	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11343	11343	18.0	0.0995	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11344	11344	21.0	0.0703	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11345	11345	18.0	0.0874	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11346	11346	18.0	0.1169	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11347	11347	18.0	0.0797	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11348	11348	18.0	0.1313	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11349	11349	18.0	0.1101	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11350	11350	18.0	0.0817	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11351	11351	18.0	0.0902	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11352	11352	17.0	0.0629	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11353	11353	5.0	0.0606	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11354	11354	18.0	0.0945	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11355	11355	17.0	0.0723	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11356	11356	15.0	0.0659	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11357	11357	11.0	0.0862	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11358	11358	18.0	0.0823	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11359	11359	1.0	0.0617	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11360	11360	1.0	0.0615	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11361	11361	18.0	0.0806	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11362	11362	18.0	0.0932	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11363	11363	12.0	0.0629	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11364	11364	7.0	0.0629	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11365	11365	18.0	0.1388	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11366	11366	18.0	0.1478	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11367	11367	18.0	0.1082	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11368	11368	18.0	0.0828	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11369	11369	18.0	0.0797	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11370	11370	18.0	0.0918	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11371	11371	18.0	0.0848	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11372	11372	13.0	0.0902	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11373	11373	9.0	0.0598	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11374	11374	12.0	0.1195	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11375	11375	18.0	0.0995	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11376	11376	9.0	0.1299	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11377	11377	9.0	0.1457	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11378	11378	9.0	0.1299	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11379	11379	6.0	0.0651	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
11380	11380	9.0	0.0629	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11381	11381	21.0	0.1322	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11382	11382	11.0	0.0642	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11383	11383	13.0	0.11	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11384	11384	18.0	0.0822	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11385	11385	9.0	0.1279	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11386	11386	9.0	0.114	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11387	11387	9.0	0.1299	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11388	11388	9.0	0.0629	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11389	11389	21.0	0.1322	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11390	11390	20.0	0.0576	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11391	11391	12.0	0.1065	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11392	11392	13.0	0.0959	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11393	11393	9.0	0.1299	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11394	11394	9.0	0.1319	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11395	11395	9.0	0.112	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11396	11396	21.0	0.1322	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11397	11397	15.0	0.062	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11398	11398	13.0	0.0902	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11399	11399	21.0	0.1302	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11400	11400	5.0	0.062	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11401	11401	13.0	0.0898	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11402	11402	21.0	0.1282	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11403	11403	11.0	0.0642	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11404	11404	3.0	0.0777	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11405	11405	21.0	0.1322	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11406	11406	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
11407	11407	13.0	0.0918	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11408	11408	21.0	0.1322	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11409	11409	3.0	0.0736	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11410	11410	21.0	0.1322	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11411	11411	3.0	0.0555	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11412	11412	3.0	0.0942	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11413	11413	5.0	0.0555	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11414	11414	15.0	0.0617	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11415	11415	8.0	0.0858	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11416	11416	18.0	0.062	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11417	11417	3.0	0.0898	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11418	11418	12.0	0.0598	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11419	11419	13.0	0.0918	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11420	11420	10.0	0.0576	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11421	11421	8.0	0.112	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11422	11422	9.0	0.0555	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11423	11423	13.0	0.1302	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11424	11424	9.0	0.1299	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11425	11425	9.0	0.1239	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11426	11426	9.0	0.1299	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11427	11427	13.0	0.0598	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11428	11428	8.0	0.0938	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11429	11429	19.0	0.0642	storm, hail, area, short, south, small, cell, strong, hit, north
11430	11430	12.0	0.2028	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11431	11431	9.0	0.0629	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11432	11432	8.0	0.0777	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11433	11433	2.0	0.0617	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
11434	11434	1.0	0.0777	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11435	11435	4.0	0.1735	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11436	11436	21.0	0.073	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11437	11437	0.0	0.08	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
11438	11438	1.0	0.0617	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11439	11439	15.0	0.0642	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11440	11440	11.0	0.0617	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11441	11441	10.0	0.0791	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11442	11442	3.0	0.0576	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11443	11443	8.0	0.0777	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11444	11444	0.0	0.3824	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
11445	11445	9.0	0.0629	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11446	11446	21.0	0.0791	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11447	11447	21.0	0.0642	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11448	11448	15.0	0.0652	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11449	11449	9.0	0.1865	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11450	11450	21.0	0.0922	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11451	11451	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11452	11452	20.0	0.1139	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11453	11453	15.0	0.0635	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11454	11454	20.0	0.11	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11455	11455	20.0	0.0806	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11456	11456	21.0	0.0777	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11457	11457	17.0	0.0629	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11458	11458	11.0	0.0617	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11459	11459	8.0	0.0629	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11460	11460	7.0	0.1119	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11461	11461	16.0	0.0743	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
11462	11462	21.0	0.0777	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11463	11463	21.0	0.0642	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11464	11464	21.0	0.0651	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11465	11465	17.0	0.0656	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11466	11466	1.0	0.0853	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11467	11467	2.0	0.0638	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
11468	11468	3.0	0.062	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11469	11469	12.0	0.0617	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11470	11470	0.0	0.0455	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
11471	11471	11.0	0.0659	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11472	11472	10.0	0.0791	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11473	11473	11.0	0.0822	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11474	11474	18.0	0.0555	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11475	11475	0.0	0.4898	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
11476	11476	8.0	0.0777	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11477	11477	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11478	11478	20.0	0.085	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11479	11479	9.0	0.1253	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11480	11480	20.0	0.0806	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11481	11481	5.0	0.0791	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11482	11482	10.0	0.0822	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11483	11483	9.0	0.1239	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11484	11484	15.0	0.0617	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
11485	11485	17.0	0.0698	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11486	11486	5.0	0.0791	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11487	11487	18.0	0.0737	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
11488	11488	17.0	0.1384	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11489	11489	1.0	0.0763	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11490	11490	10.0	0.0617	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11491	11491	11.0	0.0627	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11492	11492	10.0	0.08	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11493	11493	7.0	0.0629	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11494	11494	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11495	11495	1.0	0.0555	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11496	11496	11.0	0.068	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
11497	11497	5.0	0.0598	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11498	11498	13.0	0.1039	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11499	11499	12.0	0.1734	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11500	11500	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11501	11501	3.0	0.0606	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11502	11502	21.0	0.075	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11503	11503	19.0	0.0617	storm, hail, area, short, south, small, cell, strong, hit, north
11504	11504	9.0	0.1081	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11505	11505	9.0	0.1477	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11506	11506	9.0	0.112	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11507	11507	9.0	0.0806	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11508	11508	21.0	0.1434	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11509	11509	16.0	0.0642	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
11510	11510	0.0	0.0875	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
11511	11511	21.0	0.0533	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11512	11512	13.0	0.0999	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11513	11513	7.0	0.0806	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11514	11514	21.0	0.1675	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11515	11515	9.0	0.11	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11516	11516	9.0	0.0942	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11517	11517	9.0	0.1199	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11518	11518	1.0	0.0555	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11519	11519	3.0	0.0942	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11520	11520	13.0	0.0533	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11521	11521	13.0	0.0777	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11522	11522	1.0	0.0617	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11523	11523	10.0	0.0555	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11524	11524	13.0	0.0918	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11525	11525	4.0	0.0617	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11526	11526	19.0	0.0791	storm, hail, area, short, south, small, cell, strong, hit, north
11527	11527	9.0	0.0576	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11528	11528	3.0	0.0938	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11529	11529	21.0	0.0555	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11530	11530	12.0	0.1744	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
11531	11531	3.0	0.0942	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11532	11532	14.0	0.0617	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
11533	11533	9.0	0.0598	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11534	11534	13.0	0.11	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11535	11535	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11536	11536	13.0	0.0642	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11537	11537	8.0	0.0918	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11538	11538	8.0	0.0629	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11539	11539	9.0	0.1457	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11540	11540	17.0	0.0642	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11541	11541	3.0	0.0942	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11542	11542	19.0	0.0587	storm, hail, area, short, south, small, cell, strong, hit, north
11543	11543	13.0	0.0598	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11544	11544	8.0	0.108	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
11545	11545	19.0	0.0565	storm, hail, area, short, south, small, cell, strong, hit, north
11546	11546	10.0	0.0555	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
11547	11547	13.0	0.0797	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11548	11548	19.0	0.0608	storm, hail, area, short, south, small, cell, strong, hit, north
11549	11549	4.0	0.0642	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11550	11550	3.0	0.11	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11551	11551	19.0	0.0777	storm, hail, area, short, south, small, cell, strong, hit, north
11552	11552	5.0	0.062	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11553	11553	13.0	0.0882	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11554	11554	4.0	0.0576	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11555	11555	13.0	0.0999	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11556	11556	19.0	0.062	storm, hail, area, short, south, small, cell, strong, hit, north
11557	11557	13.0	0.0898	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11558	11558	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
11559	11559	13.0	0.0862	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11560	11560	17.0	0.0598	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11561	11561	13.0	0.1039	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11562	11562	16.0	0.0576	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
11563	11563	3.0	0.0942	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11564	11564	19.0	0.0555	storm, hail, area, short, south, small, cell, strong, hit, north
11565	11565	13.0	0.1021	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11566	11566	3.0	0.0642	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11567	11567	13.0	0.0858	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11568	11568	2.0	0.0598	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
11569	11569	13.0	0.0942	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
11570	11570	5.0	0.0533	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
11571	11571	3.0	0.108	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11572	11572	1.0	0.068	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11573	11573	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11574	11574	3.0	0.0763	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
11575	11575	9.0	0.1275	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11576	11576	20.0	0.0938	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11577	11577	20.0	0.0743	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11578	11578	20.0	0.0964	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11579	11579	20.0	0.0806	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
11580	11580	1.0	0.0635	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11581	11581	17.0	0.0696	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11582	11582	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11583	11583	1.0	0.0587	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
11584	11584	9.0	0.0723	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
11585	11585	4.0	0.0775	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
11586	11586	17.0	0.0878	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
11587	11587	21.0	0.0769	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
11588	11588	5.0	0.0846	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
