	Dominant_Topic	Topic_Keywords	Num_Documents	Perc_Documents
3109	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3110	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3111	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3112	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3113	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3114	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
3115	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3116	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3117	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3118	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3119	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3120	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3121	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3122	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3123	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3124	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3125	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3126	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3127	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3128	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3129	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3130	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3131	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3132	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3133	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3134	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3135	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3136	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3137	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3138	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3139	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3140	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3141	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3142	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3143	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3144	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3145	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3146	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
3147	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3148	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3149	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3150	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3151	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3152	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3153	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
3154	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3155	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
3156	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3157	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3158	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3159	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3160	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3161	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3162	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3163	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3164	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3165	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3166	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3167	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3168	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3169	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3170	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3171	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3172	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3173	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
3174	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3175	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3176	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
3177	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3178	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3179	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3180	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3181	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3182	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
3183	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3184	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3185	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3186	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3187	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3188	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3189	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3190	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3191	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
3192	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3193	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
3194	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3195	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3196	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3197	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3198	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3199	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3200	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3201	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3202	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3203	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3204	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3205	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
3206	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3207	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
3208	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3209	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3210	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3211	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3212	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3213	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3214	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3215	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3216	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3217	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3218	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3219	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3220	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3221	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3222	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3223	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3224	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3225	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3226	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3227	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3228	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3229	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3230	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3231	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3232	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3233	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3234	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3235	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3236	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3237	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3238	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3239	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3240	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3241	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3242	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3243	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3244	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3245	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3246	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3247	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3248	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3249	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3250	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3251	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3252	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3253	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3254	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3255	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3256	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3257	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3258	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3259	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3260	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3261	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3262	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
3263	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3264	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3265	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3266	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
3267	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3268	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3269	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3270	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3271	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3272	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3273	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3274	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3275	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3276	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3277	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3278	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3279	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3280	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3281	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3282	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3283	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3284	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3285	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3286	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3287	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3288	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3289	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3290	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
3291	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3292	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3293	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3294	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3295	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3296	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3297	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3298	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3299	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3300	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3301	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3302	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3303	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3304	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3305	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3306	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3307	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3308	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3309	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3310	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3311	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3312	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3313	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3314	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3315	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3316	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3317	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3318	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3319	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3320	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3321	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3322	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3323	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3324	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3325	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3326	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
3327	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3328	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3329	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3330	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3331	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3332	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3333	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3334	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
3335	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3336	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3337	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3338	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3339	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3340	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3341	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3342	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3343	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3344	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3345	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3346	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3347	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3348	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3349	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3350	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3351	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3352	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3353	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3354	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3355	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3356	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3357	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3358	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3359	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3360	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3361	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3362	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3363	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3364	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3365	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3366	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3367	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3368	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3369	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3370	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3371	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3372	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3373	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3374	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3375	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3376	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3377	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3378	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
3379	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3380	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3381	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3382	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3383	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3384	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3385	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3386	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3387	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3388	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3389	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3390	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3391	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3392	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3393	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3394	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
3395	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3396	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3397	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3398	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3399	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3400	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3401	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3402	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3403	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3404	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
3405	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3406	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3407	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3408	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3409	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3410	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3411	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3412	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3413	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
3414	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
3415	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3416	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3417	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3418	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3419	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3420	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3421	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3422	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3423	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3424	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3425	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3426	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3427	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3428	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3429	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3430	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3431	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3432	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3433	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
3434	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3435	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
3436	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
3437	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
3438	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3439	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
3440	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3441	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
3442	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
3443	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3444	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3445	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
3446	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
3447	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3448	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3449	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3450	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
3451	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
3452	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3453	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
3454	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
3455	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
3456	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
3457	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
3458	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
3459	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
