	Dominant_Topic	Topic_Keywords	Num_Documents	Perc_Documents
7863	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7864	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
7865	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7866	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
7867	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
7868	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
7869	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7870	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7871	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7872	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7873	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
7874	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
7875	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
7876	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7877	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7878	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
7879	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
7880	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
7881	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
7882	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7883	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
7884	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7885	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7886	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7887	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
7888	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
7889	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
7890	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7891	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
7892	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
7893	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
7894	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
7895	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
7896	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
7897	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
7898	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
7899	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
7900	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
7901	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
7902	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7903	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
7904	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7905	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
7906	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7907	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7908	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
7909	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7910	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
7911	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
7912	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
7913	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
7914	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
7915	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
7916	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
7917	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7918	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
7919	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
7920	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
7921	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7922	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7923	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
7924	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
7925	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
7926	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
7927	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
7928	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
7929	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
7930	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
7931	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
7932	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
7933	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7934	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
7935	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7936	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
7937	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7938	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
7939	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
7940	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
7941	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7942	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7943	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
7944	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
7945	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7946	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
7947	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
7948	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
7949	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7950	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
7951	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7952	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7953	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
7954	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
7955	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7956	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
7957	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
7958	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7959	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
7960	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7961	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
7962	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7963	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
7964	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7965	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
7966	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7967	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7968	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
7969	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
7970	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7971	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
7972	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
7973	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
7974	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
7975	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7976	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7977	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
7978	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7979	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7980	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
7981	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
7982	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
7983	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7984	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
7985	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
7986	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7987	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
7988	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7989	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
7990	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
7991	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7992	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7993	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7994	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
7995	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7996	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
7997	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
7998	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
7999	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8000	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8001	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8002	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8003	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8004	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
8005	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8006	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
8007	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
8008	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8009	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8010	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8011	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8012	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8013	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8014	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8015	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8016	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
8017	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8018	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
8019	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8020	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8021	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8022	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
8023	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8024	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8025	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8026	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8027	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8028	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8029	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8030	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8031	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8032	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8033	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8034	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
8035	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8036	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
8037	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
8038	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8039	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8040	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8041	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
8042	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8043	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8044	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8045	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
8046	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
8047	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8048	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
8049	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8050	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8051	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
8052	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8053	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
8054	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8055	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8056	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8057	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8058	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8059	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
8060	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8061	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8062	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8063	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8064	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8065	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8066	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8067	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
8068	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
8069	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8070	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8071	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8072	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
8073	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8074	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8075	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8076	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8077	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8078	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8079	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8080	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8081	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
8082	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
8083	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
8084	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8085	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
8086	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
8087	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
8088	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
8089	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8090	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
8091	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8092	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
8093	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
8094	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
8095	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
8096	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8097	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8098	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8099	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8100	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8101	16.0	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215		
8102	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8103	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
8104	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8105	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8106	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8107	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8108	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8109	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8110	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8111	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
8112	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8113	20.0	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002		
8114	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8115	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
8116	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8117	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
8118	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8119	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8120	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8121	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
8122	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8123	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8124	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8125	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8126	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
8127	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8128	5.0	minute, hour, 9, 10, 45, 24, period, 67, 71, 72		
8129	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8130	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8131	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8132	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8133	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8134	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
8135	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8136	14.0	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed		
8137	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8138	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
8139	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8140	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
8141	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8142	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8143	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8144	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
8145	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
8146	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8147	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8148	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8149	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
8150	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8151	11.0	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle		
8152	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8153	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8154	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8155	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8156	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
8157	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
8158	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8159	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8160	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
8161	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8162	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
8163	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8164	15.0	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple		
8165	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
8166	2.0	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500		
8167	18.0	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted		
8168	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8169	8.0	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°		
8170	7.0	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49		
8171	6.0	wind, max, mph, 15, 17, 20, 16, 18, 19, 13		
8172	10.0	total, day, rainfall, amount, nearby, absent, station, reading, based, 95		
8173	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8174	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8175	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8176	1.0	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog		
8177	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8178	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8179	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8180	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8181	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8182	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8183	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8184	12.0	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield		
8185	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8186	4.0	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27		
8187	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8188	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
8189	0.0	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended		
8190	19.0	storm, hail, area, short, south, small, cell, strong, hit, north		
8191	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8192	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
8193	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
8194	13.0	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25		
8195	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8196	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
8197	21.0	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped		
8198	3.0	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°		
8199	9.0	low, temp, degree, inch, nw, davis, tb, coco, 002, 39		
8200	17.0	pm, 7, 5, 6, started, 8, 1, 330, 430, 630		
