	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords
295	295	4.0	0.0777	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
296	296	7.0	0.0832	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
297	297	10.0	0.0723	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
298	298	3.0	0.0664	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
299	299	20.0	0.0664	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
300	300	7.0	0.0711	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
301	301	7.0	0.0953	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
302	302	4.0	0.0711	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
303	303	15.0	0.0604	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
304	304	20.0	0.0724	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
305	305	10.0	0.0606	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
306	306	4.0	0.0694	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
307	307	7.0	0.0773	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
308	308	4.0	0.0724	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
309	309	7.0	0.0652	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
310	310	7.0	0.0591	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
311	311	10.0	0.0763	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
312	312	10.0	0.0595	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
313	313	16.0	0.0565	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
314	314	10.0	0.0595	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
315	315	4.0	0.0871	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
316	316	7.0	0.0703	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
317	317	10.0	0.0797	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
318	318	4.0	0.0641	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
319	319	3.0	0.0617	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
320	320	15.0	0.0624	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
321	321	10.0	0.0584	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
322	322	21.0	0.0545	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
323	323	18.0	0.0545	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
324	324	18.0	0.0585	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
325	325	5.0	0.0575	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
326	326	10.0	0.0574	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
327	327	8.0	0.0565	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
328	328	18.0	0.0565	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
329	329	21.0	0.0604	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
330	330	21.0	0.0565	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
331	331	21.0	0.0545	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
332	332	20.0	0.0737	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
333	333	21.0	0.0545	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
334	334	5.0	0.0565	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
335	335	2.0	0.0575	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
336	336	2.0	0.0565	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
337	337	19.0	0.0604	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
338	338	20.0	0.0544	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
339	339	14.0	0.0534	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
340	340	6.0	0.0595	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
341	341	4.0	0.0533	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
342	342	16.0	0.0555	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
343	343	16.0	0.0555	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
344	344	3.0	0.0565	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
345	345	5.0	0.0524	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
346	346	13.0	0.0565	cool, night, day, light, overcast, warm, started, 3, 7, ended
347	347	21.0	0.0575	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
348	348	8.0	0.0584	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
349	349	13.0	0.0652	cool, night, day, light, overcast, warm, started, 3, 7, ended
350	350	7.0	0.0837	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
351	351	4.0	0.1061	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
352	352	7.0	0.1082	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
353	353	19.0	0.068	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
354	354	7.0	0.0928	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
355	355	19.0	0.0565	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
356	356	4.0	0.0743	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
357	357	4.0	0.0757	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
358	358	4.0	0.075	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
359	359	10.0	0.0791	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
360	360	13.0	0.0594	cool, night, day, light, overcast, warm, started, 3, 7, ended
361	361	20.0	0.0737	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
362	362	12.0	0.0575	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
363	363	16.0	0.0595	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
364	364	4.0	0.0664	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
365	365	6.0	0.0575	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
366	366	2.0	0.0913	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
367	367	11.0	0.0604	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
368	368	12.0	0.0534	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
369	369	9.0	0.0584	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
370	370	1.0	0.1061	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
371	371	4.0	0.0574	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
372	372	1.0	0.0691	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
373	373	4.0	0.0576	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
374	374	1.0	0.0743	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
375	375	14.0	0.0676	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
376	376	19.0	0.0806	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
377	377	19.0	0.062	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
378	378	1.0	0.0715	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
379	379	2.0	0.0716	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
380	380	2.0	0.0635	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
381	381	2.0	0.0604	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
382	382	2.0	0.0555	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
383	383	14.0	0.0555	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
384	384	2.0	0.0606	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
385	385	1.0	0.0785	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
386	386	19.0	0.0668	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
387	387	1.0	0.0722	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
388	388	1.0	0.0935	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
389	389	2.0	0.0565	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
390	390	1.0	0.0915	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
391	391	14.0	0.0545	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
392	392	6.0	0.0565	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
393	393	2.0	0.0595	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
394	394	1.0	0.0668	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
395	395	19.0	0.0848	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
396	396	2.0	0.0743	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
397	397	16.0	0.0533	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
398	398	4.0	0.0617	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
399	399	1.0	0.0961	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
400	400	1.0	0.0736	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
401	401	2.0	0.0617	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
402	402	2.0	0.0664	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
403	403	3.0	0.0624	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
404	404	3.0	0.0635	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
405	405	15.0	0.0595	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
406	406	6.0	0.0703	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
407	407	8.0	0.0595	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
408	408	6.0	0.0585	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
409	409	16.0	0.0584	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
410	410	6.0	0.0672	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
411	411	6.0	0.0644	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
412	412	20.0	0.0724	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
413	413	2.0	0.0624	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
414	414	2.0	0.0684	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
415	415	2.0	0.0545	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
416	416	2.0	0.0585	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
417	417	2.0	0.0565	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
418	418	15.0	0.0595	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
419	419	0.0	0.0624	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
420	420	6.0	0.0595	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
421	421	20.0	0.0534	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
422	422	8.0	0.0668	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
423	423	0.0	0.0555	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
424	424	0.0	0.0676	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
425	425	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
426	426	13.0	0.0597	cool, night, day, light, overcast, warm, started, 3, 7, ended
427	427	1.0	0.0764	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
428	428	20.0	0.0947	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
429	429	1.0	0.0932	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
430	430	1.0	0.0911	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
431	431	6.0	0.0703	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
432	432	1.0	0.0779	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
433	433	1.0	0.0688	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
434	434	19.0	0.0606	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
435	435	4.0	0.0664	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
436	436	11.0	0.0617	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
437	437	19.0	0.0555	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
438	438	6.0	0.0656	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
439	439	11.0	0.0584	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
440	440	2.0	0.0736	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
441	441	6.0	0.0624	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
442	442	2.0	0.0644	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
443	443	3.0	0.0615	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
444	444	4.0	0.0595	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
445	445	4.0	0.0909	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
446	446	1.0	0.0736	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
447	447	4.0	0.075	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
448	448	10.0	0.0777	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
449	449	1.0	0.1079	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
450	450	1.0	0.0649	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
451	451	19.0	0.066	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
452	452	1.0	0.0691	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
453	453	13.0	0.0565	cool, night, day, light, overcast, warm, started, 3, 7, ended
454	454	2.0	0.0937	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
455	455	4.0	0.0724	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
456	456	3.0	0.0603	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
457	457	14.0	0.0555	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
458	458	2.0	0.0584	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
459	459	18.0	0.0595	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
460	460	6.0	0.0644	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
461	461	2.0	0.0565	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
462	462	3.0	0.0635	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
463	463	13.0	0.0976	cool, night, day, light, overcast, warm, started, 3, 7, ended
464	464	3.0	0.0575	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
465	465	19.0	0.1001	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
466	466	1.0	0.0544	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
467	467	2.0	0.0597	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
468	468	19.0	0.0797	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
469	469	1.0	0.0696	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
470	470	19.0	0.0716	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
471	471	8.0	0.0629	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
472	472	4.0	0.0771	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
473	473	11.0	0.0604	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
474	474	1.0	0.0555	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
475	475	19.0	0.0703	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
476	476	20.0	0.0763	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
477	477	6.0	0.0555	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
478	478	1.0	0.0555	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
479	479	19.0	0.0672	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
480	480	14.0	0.0585	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
481	481	3.0	0.0635	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
482	482	6.0	0.0604	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
483	483	3.0	0.0595	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
484	484	1.0	0.0565	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
485	485	2.0	0.0664	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
486	486	11.0	0.0606	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
487	487	14.0	0.0595	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
488	488	0.0	0.0534	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
489	489	2.0	0.0544	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
490	490	18.0	0.0615	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
491	491	2.0	0.0615	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
492	492	16.0	0.0871	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
493	493	10.0	0.0894	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
494	494	15.0	0.0594	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
495	495	4.0	0.0862	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
496	496	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
497	497	9.0	0.0664	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
498	498	3.0	0.0565	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
499	499	3.0	0.0595	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
500	500	15.0	0.0555	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
501	501	1.0	0.1621	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
502	502	19.0	0.0785	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
503	503	7.0	0.0837	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
504	504	2.0	0.0638	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
505	505	19.0	0.0785	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
506	506	6.0	0.0656	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
507	507	1.0	0.0701	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
508	508	6.0	0.0635	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
509	509	3.0	0.0604	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
510	510	3.0	0.0604	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
511	511	6.0	0.0565	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
512	512	5.0	0.0575	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
513	513	0.0	0.0524	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
514	514	5.0	0.0524	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
515	515	16.0	0.0555	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
516	516	0.0	0.0524	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
517	517	11.0	0.0575	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
518	518	12.0	0.0575	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
519	519	16.0	0.0615	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
520	520	18.0	0.0595	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
521	521	16.0	0.0595	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
522	522	13.0	0.073	cool, night, day, light, overcast, warm, started, 3, 7, ended
523	523	4.0	0.1047	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
524	524	11.0	0.0595	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
525	525	21.0	0.0505	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
526	526	14.0	0.0525	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
527	527	3.0	0.0672	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
528	528	2.0	0.0584	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
529	529	3.0	0.0604	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
530	530	11.0	0.0595	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
531	531	21.0	0.0565	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
532	532	21.0	0.0545	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
533	533	21.0	0.0565	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
534	534	11.0	0.0545	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
535	535	8.0	0.0565	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
536	536	11.0	0.0624	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
537	537	11.0	0.0584	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
538	538	0.0	0.0545	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
539	539	0.0	0.063	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
540	540	1.0	0.1249	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
541	541	19.0	0.0701	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
542	542	19.0	0.0638	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
543	543	19.0	0.0651	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
544	544	10.0	0.0847	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
545	545	10.0	0.0777	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
546	546	10.0	0.0574	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
547	547	18.0	0.0624	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
548	548	19.0	0.0688	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
549	549	9.0	0.0604	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
550	550	1.0	0.0675	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
551	551	8.0	0.0524	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
552	552	21.0	0.0565	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
553	553	8.0	0.0555	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
554	554	18.0	0.0565	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
555	555	11.0	0.0555	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
556	556	11.0	0.0545	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
557	557	9.0	0.0624	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
558	558	10.0	0.0777	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
559	559	9.0	0.0627	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
560	560	10.0	0.0606	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
561	561	9.0	0.0696	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
562	562	2.0	0.0664	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
563	563	21.0	0.0584	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
564	564	1.0	0.0763	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
565	565	19.0	0.0608	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
566	566	4.0	0.0724	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
567	567	1.0	0.0722	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
568	568	1.0	0.0638	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
569	569	2.0	0.0805	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
570	570	19.0	0.0576	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
571	571	19.0	0.0694	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
572	572	19.0	0.0555	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
573	573	13.0	0.0565	cool, night, day, light, overcast, warm, started, 3, 7, ended
574	574	10.0	0.073	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
575	575	3.0	0.0624	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
576	576	13.0	0.0613	cool, night, day, light, overcast, warm, started, 3, 7, ended
577	577	16.0	0.0584	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
578	578	8.0	0.0555	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
579	579	11.0	0.0604	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
580	580	18.0	0.0684	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
581	581	10.0	0.0606	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
582	582	12.0	0.0534	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
583	583	1.0	0.0649	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
584	584	17.0	0.0606	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
585	585	4.0	0.0555	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
586	586	10.0	0.0763	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
587	587	10.0	0.0724	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
588	588	2.0	0.0698	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
589	589	9.0	0.0624	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
590	590	6.0	0.0584	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
