	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords
591	591	8.0	0.0615	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
592	592	12.0	0.0584	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
593	593	21.0	0.0545	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
594	594	16.0	0.0635	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
595	595	9.0	0.0615	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
596	596	2.0	0.0604	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
597	597	2.0	0.0595	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
598	598	1.0	0.0736	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
599	599	19.0	0.1008	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
600	600	19.0	0.0832	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
601	601	7.0	0.0832	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
602	602	10.0	0.0698	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
603	603	4.0	0.0902	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
604	604	19.0	0.068	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
605	605	18.0	0.0565	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
606	606	19.0	0.0806	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
607	607	19.0	0.0603	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
608	608	1.0	0.0587	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
609	609	19.0	0.0629	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
610	610	1.0	0.094	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
611	611	19.0	0.0806	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
612	612	4.0	0.0595	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
613	613	14.0	0.0534	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
614	614	13.0	0.0555	cool, night, day, light, overcast, warm, started, 3, 7, ended
615	615	21.0	0.0584	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
616	616	9.0	0.0584	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
617	617	3.0	0.0624	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
618	618	1.0	0.0701	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
619	619	13.0	0.0574	cool, night, day, light, overcast, warm, started, 3, 7, ended
620	620	19.0	0.0524	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
621	621	8.0	0.0565	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
622	622	15.0	0.0624	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
623	623	12.0	0.0565	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
624	624	15.0	0.0545	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
625	625	11.0	0.0545	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
626	626	10.0	0.075	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
627	627	17.0	0.0565	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
628	628	9.0	0.0585	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
629	629	20.0	0.0813	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
630	630	1.0	0.0638	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
631	631	3.0	0.0595	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
632	632	10.0	0.0898	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
633	633	9.0	0.0622	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
634	634	12.0	0.0608	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
635	635	0.0	0.0652	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
636	636	20.0	0.0664	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
637	637	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
638	638	16.0	0.0604	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
639	639	1.0	0.0688	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
640	640	9.0	0.0604	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
641	641	4.0	0.0575	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
642	642	13.0	0.0644	cool, night, day, light, overcast, warm, started, 3, 7, ended
643	643	18.0	0.0545	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
644	644	13.0	0.075	cool, night, day, light, overcast, warm, started, 3, 7, ended
645	645	20.0	0.0832	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
646	646	20.0	0.0724	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
647	647	11.0	0.0545	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
648	648	12.0	0.0575	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
649	649	17.0	0.0598	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
650	650	17.0	0.062	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
651	651	17.0	0.0642	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
652	652	17.0	0.0608	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
653	653	17.0	0.0629	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
654	654	7.0	0.0763	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
655	655	17.0	0.075	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
656	656	7.0	0.0864	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
657	657	13.0	0.0575	cool, night, day, light, overcast, warm, started, 3, 7, ended
658	658	7.0	0.0701	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
659	659	4.0	0.0574	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
660	660	16.0	0.0611	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
661	661	11.0	0.0525	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
662	662	9.0	0.0595	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
663	663	9.0	0.0644	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
664	664	17.0	0.0514	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
665	665	10.0	0.0574	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
666	666	7.0	0.0585	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
667	667	4.0	0.0703	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
668	668	12.0	0.0525	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
669	669	12.0	0.0716	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
670	670	17.0	0.0656	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
671	671	16.0	0.0524	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
672	672	10.0	0.0545	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
673	673	12.0	0.0797	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
674	674	20.0	0.0875	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
675	675	3.0	0.0672	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
676	676	13.0	0.0723	cool, night, day, light, overcast, warm, started, 3, 7, ended
677	677	13.0	0.0587	cool, night, day, light, overcast, warm, started, 3, 7, ended
678	678	13.0	0.0604	cool, night, day, light, overcast, warm, started, 3, 7, ended
679	679	7.0	0.0856	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
680	680	20.0	0.0544	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
681	681	16.0	0.0565	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
682	682	5.0	0.0622	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
683	683	13.0	0.0594	cool, night, day, light, overcast, warm, started, 3, 7, ended
684	684	21.0	0.0545	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
685	685	17.0	0.0656	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
686	686	17.0	0.0723	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
687	687	17.0	0.0716	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
688	688	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
689	689	9.0	0.0676	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
690	690	17.0	0.0615	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
691	691	17.0	0.0635	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
692	692	17.0	0.0676	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
693	693	17.0	0.075	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
694	694	17.0	0.0716	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
695	695	12.0	0.0624	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
696	696	10.0	0.0789	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
697	697	3.0	0.0615	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
698	698	4.0	0.062	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
699	699	7.0	0.0847	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
700	700	20.0	0.0898	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
701	701	0.0	0.0606	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
702	702	7.0	0.1233	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
703	703	21.0	0.0594	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
704	704	7.0	0.0629	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
705	705	18.0	0.0565	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
706	706	0.0	0.0617	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
707	707	7.0	0.0622	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
708	708	17.0	0.0789	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
709	709	17.0	0.0664	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
710	710	20.0	0.0615	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
711	711	7.0	0.1082	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
712	712	20.0	0.0762	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
713	713	20.0	0.0981	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
714	714	17.0	0.0606	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
715	715	5.0	0.0629	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
716	716	20.0	0.0947	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
717	717	8.0	0.0842	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
718	718	5.0	0.0629	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
719	719	20.0	0.0906	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
720	720	5.0	0.0608	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
721	721	20.0	0.0789	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
722	722	10.0	0.073	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
723	723	4.0	0.0672	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
724	724	10.0	0.0791	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
725	725	10.0	0.0584	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
726	726	10.0	0.0737	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
727	727	7.0	0.08	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
728	728	10.0	0.073	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
729	729	16.0	0.0595	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
730	730	20.0	0.0789	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
731	731	1.0	0.0629	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
732	732	7.0	0.0642	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
733	733	16.0	0.0534	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
734	734	10.0	0.0763	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
735	735	7.0	0.1065	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
736	736	10.0	0.0763	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
737	737	11.0	0.0644	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
738	738	20.0	0.0842	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
739	739	18.0	0.0644	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
740	740	7.0	0.0915	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
741	741	14.0	0.0555	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
742	742	4.0	0.0585	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
743	743	7.0	0.073	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
744	744	14.0	0.0565	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
745	745	7.0	0.0934	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
746	746	7.0	0.11	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
747	747	7.0	0.1136	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
748	748	7.0	0.0722	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
749	749	0.0	0.0638	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
750	750	1.0	0.0771	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
751	751	5.0	0.0576	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
752	752	17.0	0.0513	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
753	753	18.0	0.0585	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
754	754	13.0	0.0544	cool, night, day, light, overcast, warm, started, 3, 7, ended
755	755	20.0	0.0847	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
756	756	4.0	0.0606	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
757	757	12.0	0.0604	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
758	758	13.0	0.0604	cool, night, day, light, overcast, warm, started, 3, 7, ended
759	759	11.0	0.0584	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
760	760	16.0	0.0545	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
761	761	20.0	0.0823	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
762	762	21.0	0.0595	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
763	763	21.0	0.0604	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
764	764	21.0	0.0575	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
765	765	14.0	0.0584	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
766	766	21.0	0.0583	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
767	767	3.0	0.0622	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
768	768	3.0	0.0723	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
769	769	0.0	0.0555	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy
770	770	8.0	0.0565	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
771	771	16.0	0.0606	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
772	772	5.0	0.0544	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
773	773	18.0	0.0575	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
774	774	4.0	0.0606	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
775	775	17.0	0.0608	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
776	776	4.0	0.0629	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
777	777	4.0	0.0606	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
778	778	18.0	0.0544	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
779	779	3.0	0.0608	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
780	780	8.0	0.0555	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
781	781	9.0	0.0615	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
782	782	10.0	0.0777	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
783	783	7.0	0.1247	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
784	784	7.0	0.1212	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
785	785	20.0	0.0961	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
786	786	10.0	0.0595	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
787	787	8.0	0.0544	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
788	788	10.0	0.0595	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
789	789	10.0	0.0757	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
790	790	5.0	0.0565	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
791	791	9.0	0.0606	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
792	792	15.0	0.0544	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
793	793	8.0	0.0604	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
794	794	20.0	0.0575	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
795	795	10.0	0.0757	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
796	796	15.0	0.0604	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
797	797	18.0	0.0524	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
798	798	6.0	0.0524	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
799	799	11.0	0.0534	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
800	800	13.0	0.0613	cool, night, day, light, overcast, warm, started, 3, 7, ended
801	801	21.0	0.0584	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
802	802	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
803	803	10.0	0.0737	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
804	804	3.0	0.0613	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
805	805	3.0	0.0684	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
806	806	9.0	0.0635	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
807	807	18.0	0.0555	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
808	808	15.0	0.0585	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round
809	809	13.0	0.0672	cool, night, day, light, overcast, warm, started, 3, 7, ended
810	810	4.0	0.075	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
811	811	4.0	0.112	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
812	812	10.0	0.0595	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
813	813	12.0	0.0595	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating
814	814	20.0	0.0871	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
815	815	1.0	0.073	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
816	816	18.0	0.0555	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
817	817	3.0	0.0624	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
818	818	3.0	0.0823	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
819	819	5.0	0.0611	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
820	820	9.0	0.0644	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
821	821	20.0	0.0794	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
822	822	9.0	0.062	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
823	823	3.0	0.0555	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
824	824	3.0	0.0644	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
825	825	13.0	0.0664	cool, night, day, light, overcast, warm, started, 3, 7, ended
826	826	16.0	0.0595	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
827	827	8.0	0.0647	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
828	828	18.0	0.0525	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
829	829	3.0	0.0624	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
830	830	14.0	0.0545	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt
831	831	11.0	0.0595	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
832	832	11.0	0.0514	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
833	833	13.0	0.0652	cool, night, day, light, overcast, warm, started, 3, 7, ended
834	834	3.0	0.0749	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
835	835	3.0	0.0664	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
836	836	2.0	0.0922	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
837	837	3.0	0.0604	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
838	838	8.0	0.0915	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
839	839	20.0	0.0777	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
840	840	1.0	0.0633	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
841	841	2.0	0.0604	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
842	842	3.0	0.0624	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
843	843	6.0	0.0652	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
844	844	4.0	0.0584	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
845	845	2.0	0.0724	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
846	846	2.0	0.0696	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
847	847	2.0	0.0684	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
848	848	16.0	0.0642	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
849	849	6.0	0.0736	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
850	850	6.0	0.0635	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
851	851	6.0	0.0534	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
852	852	13.0	0.0587	cool, night, day, light, overcast, warm, started, 3, 7, ended
853	853	2.0	0.0837	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
854	854	2.0	0.0684	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
855	855	3.0	0.0584	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
856	856	8.0	0.0584	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu
857	857	10.0	0.0584	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
858	858	5.0	0.0604	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent
859	859	11.0	0.0606	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm
860	860	2.0	0.0555	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
861	861	18.0	0.0638	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
862	862	4.0	0.0584	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
863	863	17.0	0.0545	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130
864	864	3.0	0.0676	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
865	865	9.0	0.0595	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
866	866	10.0	0.0584	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
867	867	9.0	0.0622	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing
868	868	1.0	0.0635	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
869	869	4.0	0.075	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
870	870	2.0	0.0716	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
871	871	1.0	0.0555	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
872	872	2.0	0.0624	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025
873	873	6.0	0.0555	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930
874	874	18.0	0.0595	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially
875	875	20.0	0.0818	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel
876	876	7.0	0.0511	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
877	877	21.0	0.0676	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225
878	878	4.0	0.0595	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow
879	879	3.0	0.0615	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
880	880	1.0	0.0874	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
881	881	3.0	0.0696	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
882	882	3.0	0.0656	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger
883	883	1.0	0.0597	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
884	884	7.0	0.0555	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm
885	885	1.0	0.0684	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
886	886	16.0	0.0608	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet
887	887	10.0	0.0615	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total
888	888	1.0	0.0672	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
889	889	19.0	0.075	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle
890	890	1.0	0.1159	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
891	891	1.0	0.068	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
892	892	1.0	0.0938	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact
