	Dominant_Topic	Topic_Keywords	Num_Documents	Perc_Documents
333	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
334	5.0	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent		
335	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
336	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
337	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
338	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
339	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
340	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
341	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
342	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
343	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
344	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
345	5.0	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent		
346	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
347	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
348	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
349	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
350	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
351	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
352	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
353	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
354	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
355	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
356	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
357	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
358	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
359	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
360	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
361	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
362	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
363	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
364	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
365	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
366	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
367	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
368	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
369	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
370	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
371	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
372	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
373	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
374	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
375	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
376	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
377	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
378	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
379	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
380	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
381	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
382	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
383	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
384	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
385	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
386	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
387	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
388	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
389	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
390	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
391	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
392	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
393	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
394	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
395	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
396	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
397	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
398	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
399	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
400	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
401	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
402	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
403	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
404	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
405	15.0	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round		
406	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
407	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
408	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
409	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
410	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
411	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
412	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
413	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
414	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
415	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
416	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
417	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
418	15.0	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round		
419	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
420	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
421	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
422	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
423	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
424	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
425	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
426	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
427	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
428	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
429	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
430	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
431	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
432	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
433	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
434	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
435	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
436	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
437	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
438	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
439	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
440	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
441	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
442	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
443	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
444	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
445	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
446	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
447	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
448	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
449	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
450	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
451	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
452	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
453	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
454	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
455	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
456	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
457	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
458	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
459	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
460	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
461	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
462	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
463	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
464	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
465	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
466	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
467	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
468	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
469	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
470	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
471	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
472	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
473	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
474	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
475	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
476	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
477	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
478	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
479	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
480	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
481	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
482	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
483	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
484	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
485	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
486	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
487	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
488	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
489	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
490	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
491	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
492	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
493	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
494	15.0	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round		
495	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
496	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
497	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
498	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
499	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
500	15.0	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round		
501	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
502	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
503	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
504	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
505	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
506	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
507	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
508	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
509	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
510	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
511	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
512	5.0	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent		
513	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
514	5.0	night, chilly, wind, shower, high, estimate, hot, yesterday, gloomy, independent		
515	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
516	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
517	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
518	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
519	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
520	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
521	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
522	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
523	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
524	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
525	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
526	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
527	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
528	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
529	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
530	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
531	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
532	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
533	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
534	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
535	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
536	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
537	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
538	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
539	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
540	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
541	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
542	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
543	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
544	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
545	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
546	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
547	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
548	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
549	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
550	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
551	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
552	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
553	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
554	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
555	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
556	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
557	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
558	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
559	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
560	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
561	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
562	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
563	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
564	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
565	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
566	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
567	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
568	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
569	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
570	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
571	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
572	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
573	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
574	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
575	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
576	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
577	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
578	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
579	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
580	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
581	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
582	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
583	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
584	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
585	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
586	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
587	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
588	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
589	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
590	6.0	cold, night, sunny, chilly, warmer, shower, cast, cleared, to109, 930		
591	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
592	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
593	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
594	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
595	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
596	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
597	2.0	cold, wind, strong, chilly, clearing, wam, return, 25, dustung, 025		
598	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
599	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
600	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
601	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
602	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
603	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
604	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
605	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
606	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
607	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
608	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
609	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
610	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
611	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
612	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
613	14.0	chilly, day, sunny, light, overnite, flurry, bit, march, lost, lt		
614	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
615	21.0	warm, day, sunny, chilly, wind, snowrain, 3, precipitation, monring, 225		
616	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
617	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
618	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
619	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
620	19.0	snow, rain, mix, flurry, 5, pellet, gauge, pm, sprinkle, drizzle		
621	8.0	sunny, wind, chilly, total, reading, amount, quick, 2675, 930so, wedtu		
622	15.0	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round		
623	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
624	15.0	sunny, wind, day, shower, colder, slightly, blowing, feel, historyjust, round		
625	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
626	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
627	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
628	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
629	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
630	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
631	3.0	day, cooler, night, warmer, big, flurry, water, icy, monday, stronger		
632	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
633	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
634	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
635	0.0	night, day, chilly, sunny, accumulation, cloudy, small, thin, clear, heavy		
636	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
637	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
638	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
639	1.0	snow, melted, sleet, inch, ground, 2, wet, mixed, beebees, contact		
640	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
641	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
642	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
643	18.0	cool, night, cast, sun, water, catchment, underneath, horizontal, warn, partially		
644	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
645	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
646	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
647	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
648	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
649	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
650	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
651	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
652	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
653	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
654	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
655	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
656	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
657	13.0	cool, night, day, light, overcast, warm, started, 3, 7, ended		
658	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
659	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
660	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
661	11.0	sunny, night, warm, ytd, winter, wrm, ay, snowflake, trace, thunderstorm		
662	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
663	9.0	windy, night, chilly, starting, lasting, town, part, partly, dusting, continuing		
664	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
665	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
666	7.0	rain, thunder, lightening, evening, hail, heavy, early, storm, time, pm		
667	4.0	cloudy, morning, sprinkle, early, overnight, turning, clearing, fog, rainy, rainsnow		
668	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
669	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
670	17.0	cool, wind, hot, humid, amount, 6, flake, midnight, 830, 130		
671	16.0	day, warm, night, cool, smoke, 4, hour, controlled, passed, rainwet		
672	10.0	cloud, sun, sprinkle, vacation, extremely, making, cumulative, midafternoon, measurement, total		
673	12.0	day, night, warm, humidity, lot, higher, melted, period, mixmostly, creating		
674	20.0	afternoon, rain, late, overcast, mid, starting, short, beautiful, til, graupel		
