	readingId	gaugeId	gaugeRevisionId	remarks	readingDate	readingHour	readingMinute	quality	rainAmount	snowDepth	snowAccumulation	createdDate	brand	model	description	gaugeType	gaugeTypeOther	lat	lng
2	1881169	8615	8615		2015-01-30	7	0	Good	0.28			2014-08-13	Stratus			TruChek		35.222056	-111.622419
3	1878163	653	653	cloudy day  rain starting in afternoon lasting all night	2015-01-30	7	0	Good	0.8			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1879078	593	593		2015-01-30	7	0	Good	0.65			2006-10-28				TruChek		35.2333161912	-111.6689443588
5	1880776	679	679		2015-01-30	7	0	Good	0.7000000000000001			2006-12-11				TruChek		35.1611787679	-111.6702318192
6	1878273	595	595		2015-01-30	7	0	Good	0.63			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1879383	563	563		2015-01-30	0	0	Good	0.6			2006-10-26	Tru-Chek		Unknown brand	TruChek		35.17181666666667	-111.6820166666666
8	1879733	680	680	see 1/31.  rain	2015-01-30	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1879977	587	587		2015-01-31	7	0	Good	0.29000000000000004			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1880454	7647	7647		2015-01-31	8	52	Good	0.28			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1879840	553	553		2015-01-31	7	0	Good	0.25			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1879715	653	653	rain 	2015-01-31	7	0	Good	0.55			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1880078	593	593		2015-01-31	7	0	Good	0.31			2006-10-28				TruChek		35.2333161912	-111.6689443588
5	1880777	679	679		2015-01-31	7	0	Good	0.42000000000000004			2006-12-11				TruChek		35.1611787679	-111.6702318192
6	1880417	595	595		2015-01-31	7	0	Good	0.34			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1879731	680	680	rain!  combines two days of rain.	2015-01-31	7	0	Good	1.3900000000000001			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1881202	587	587		2015-02-01	7	0	Good	0.030000000000000002			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890156	553	553		2015-02-01	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1881484	653	653	light showers  clearing cold night	2015-02-01	7	0	Good	0.05			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	1881889	593	593		2015-02-01	7	0	Good	0.09000000000000001			2006-10-28				TruChek		35.2333161912	-111.6689443588
4	1892056	679	679		2015-02-01	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1883050	595	595		2015-02-01	7	0	Good	0.05			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890625	680	680		2015-02-01	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1882252	587	587		2015-02-02	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1883106	7647	7647		2015-02-02	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890157	553	553		2015-02-02	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1882479	653	653	sunny wind  cool day chilly night	2015-02-02	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892057	679	679		2015-02-02	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1883051	595	595		2015-02-02	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890624	680	680		2015-02-02	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1882803	587	587		2015-02-03	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1883105	7647	7647		2015-02-03	8	15	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890158	553	553		2015-02-03	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1882687	653	653	sunny day  some wind  chilly night	2015-02-03	5	10	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892058	679	679		2015-02-03	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1883052	595	595		2015-02-03	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890623	680	680		2015-02-03	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1883212	587	587		2015-02-04	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890573	7647	7647		2015-02-04	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890159	553	553		2015-02-04	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1883140	653	653	sunny most of the day  overcast late afternoon  wind cold night	2015-02-04	5	40	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892059	679	679		2015-02-04	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894260	595	595		2015-02-04	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890622	680	680		2015-02-04	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1883520	587	587		2015-02-05	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890574	7647	7647		2015-02-05	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890160	553	553		2015-02-05	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1883421	653	653	sunny  cool windy  chilly night	2015-02-05	5	40	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892060	679	679		2015-02-05	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894261	595	595		2015-02-05	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890621	680	680		2015-02-05	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1883758	587	587		2015-02-06	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890575	7647	7647		2015-02-06	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890161	553	553		2015-02-06	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1883714	653	653	sunny warm day wind  chilly night	2015-02-06	6	50	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892061	679	679		2015-02-06	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894262	595	595		2015-02-06	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890620	680	680		2015-02-06	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1890576	7647	7647		2015-02-07	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
1	1890162	553	553		2015-02-07	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1884165	653	653	sunny warm  day  chilly night 	2015-02-07	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	1892062	679	679		2015-02-07	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
4	1894263	595	595		2015-02-07	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
5	1890619	680	680		2015-02-07	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1884334	587	587		2015-02-08	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890577	7647	7647		2015-02-08	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890163	553	553		2015-02-08	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1884237	653	653	sunny warm  some wind cool night 	2015-02-08	6	35	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892063	679	679		2015-02-08	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894264	595	595		2015-02-08	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890618	680	680		2015-02-08	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1890578	7647	7647		2015-02-09	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
1	1890164	553	553		2015-02-09	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1884696	653	653	sunny warm day cool night 	2015-02-09	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	1892064	679	679		2015-02-09	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
4	1894265	595	595		2015-02-09	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
5	1890617	680	680		2015-02-09	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1890579	7647	7647		2015-02-10	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
1	1890165	553	553		2015-02-10	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1884697	653	653	cooler day chilly night 	2015-02-10	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
3	1892065	679	679		2015-02-10	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
4	1894266	595	595		2015-02-10	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
5	1890616	680	680		2015-02-10	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1884832	587	587		2015-02-11	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890580	7647	7647		2015-02-11	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890166	553	553		2015-02-11	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1884695	653	653	sunny warm day  some wind  cool night 	2015-02-11	6	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892066	679	679		2015-02-11	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894267	595	595		2015-02-11	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890615	680	680		2015-02-11	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1885483	587	587		2015-02-12	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890581	7647	7647		2015-02-12	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890167	553	553		2015-02-12	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1885508	653	653	sunny  very windy  cool day  cold night	2015-02-12	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892067	679	679		2015-02-12	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894268	595	595		2015-02-12	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890614	680	680		2015-02-12	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1885814	587	587		2015-02-13	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890582	7647	7647		2015-02-13	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890168	553	553		2015-02-13	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1885932	653	653	sunny day some wind  chilly night	2015-02-13	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892068	679	679		2015-02-13	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894269	595	595		2015-02-13	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890613	680	680		2015-02-13	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1886105	587	587		2015-02-14	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890583	7647	7647		2015-02-14	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890169	553	553		2015-02-14	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1886133	653	653	sunny  some wind  warm day  chilly night	2015-02-14	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892069	679	679		2015-02-14	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894270	595	595		2015-02-14	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890612	680	680		2015-02-14	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1886469	587	587		2015-02-15	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890584	7647	7647		2015-02-15	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890170	553	553		2015-02-15	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1886378	653	653	sunny day  some wind  chilly night 	2015-02-15	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892070	679	679		2015-02-15	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894271	595	595		2015-02-15	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890611	680	680		2015-02-15	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1887123	587	587		2015-02-16	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890585	7647	7647		2015-02-16	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890171	553	553		2015-02-16	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1886800	653	653	sunny windy  chilly night 	2015-02-16	5	45	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892071	679	679		2015-02-16	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894272	595	595		2015-02-16	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890610	680	680		2015-02-16	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1887957	587	587		2015-02-17	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890586	7647	7647		2015-02-17	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890172	553	553		2015-02-17	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1888113	653	653	sunny  windy  chilly night 	2015-02-17	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892072	679	679		2015-02-17	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894273	595	595		2015-02-17	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890609	680	680		2015-02-17	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1888371	587	587		2015-02-18	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890587	7647	7647		2015-02-18	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890173	553	553		2015-02-18	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1888245	653	653	sunny windy day  chilly night	2015-02-18	5	5	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892073	679	679		2015-02-18	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894274	595	595		2015-02-18	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890608	680	680		2015-02-18	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1888731	587	587		2015-02-19	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890588	7647	7647		2015-02-19	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890174	553	553		2015-02-19	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1888634	653	653	sunny  windy  chilly night	2015-02-19	6	15	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892074	679	679		2015-02-19	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894275	595	595		2015-02-19	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890607	680	680		2015-02-19	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1889062	587	587		2015-02-20	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890589	7647	7647		2015-02-20	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890175	553	553		2015-02-20	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1888956	653	653	some clouds  windy day chilly night	2015-02-20	5	55	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892075	679	679		2015-02-20	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894276	595	595		2015-02-20	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890606	680	680		2015-02-20	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1889317	587	587		2015-02-21	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890590	7647	7647		2015-02-21	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890176	553	553		2015-02-21	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1889272	653	653	some clouds  windy  chilly night 	2015-02-21	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892076	679	679		2015-02-21	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894277	595	595		2015-02-21	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890605	680	680		2015-02-21	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1889634	587	587		2015-02-22	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890591	7647	7647		2015-02-22	7	0	Good	0.0			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890177	553	553		2015-02-22	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1889548	653	653	cool day with lots of wind cool night	2015-02-22	6	20	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892077	679	679		2015-02-22	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894278	595	595		2015-02-22	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
6	1890604	680	680		2015-02-22	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1890519	587	587	Snow started after dark, initially melting on contact with ground.  Raining lightly about day light.  Wet, heavy snow.	2015-02-23	7	0	Snow	0.8	3.5	3.5	2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1890572	7647	7647		2015-02-23	7	0	Good	1.1			2013-08-05	N/A			TruChek		35.22284881362918	-111.58765517408028
2	1890155	553	553	"Rain & 2"" snow mix"	2015-02-23	7	0	Snow	0.93	2.0		2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1890227	653	653	windy clouds  cold day  chilly night with snow and rain	2015-02-23	7	0	Snow	1.4	3.5		2006-11-26				TruChek		35.1591394379	-111.6675120592
4	1892078	679	679		2015-02-23	7	0	Good	1.05			2006-12-11				TruChek		35.1611787679	-111.6702318192
5	1894279	595	595		2015-02-23	7	0	Snow	0.78			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
